SPRINGER_PROPERTY_ORG,SPRINGER_ID_ORG,SPRINGER_NAME_ORG,SPRINGER_NAME,NAME_UPPER_ALL,No,H4_Field,H4_Rank,H4_Source,Hisory_4,H3_Field,H3_Rank,H3_Source,History_3,H2_Field,H2_Rank,H2_Source,History_2,H1_Field,H1_Rank,H1_Source,History_1,Title,ALL,ALL_UPER,Acro,Source,Rank,Changed?,For,Column,MATCH,COMMENT
http://lod.springer.com/data/ontology/property/confSeriesName,http://lod.springer.com/data/confseries/tcs,IFIP International Conference on Theoretical Computer Science,,,803,,,,,"

 Field Of Research: 0802 - Computation Theory and Mathematics
","

 Rank: C
","

 Source: ERA2010
","

 Source: ERA2010
||

 Rank: C
||

 Field Of Research: 0802 - Computation Theory and Mathematics
","

 Field Of Research: 0802 - Computation Theory and Mathematics
","

 Rank: C
","

 Source: CORE2013
","

 Source: CORE2013
||

 Rank: C
||

 Field Of Research: 0802 - Computation Theory and Mathematics
","

 Field Of Research: 0802 - Computation Theory and Mathematics
","

 Rank: C
","

 Source: CORE2014
","

 Source: CORE2014
||

 Rank: C
||

 Field Of Research: 0802 - Computation Theory and Mathematics
",IFIP International Conference on Theoretical Computer Science,IFIP International Conference on Theoretical Computer Science,IFIP INTERNATIONAL CONFERENCE ON THEORETICAL COMPUTER SCIENCE,IFIP TCS,CORE2014,C,No,802,,by name,
http://lod.springer.com/data/ontology/property/confSeriesName,http://lod.springer.com/data/confseries/sec,IFIP International Information Security Conference,,,804,"

 Field Of Research: 0806 - Information Systems
 ",,,"||||

 Field Of Research: 0806 - Information Systems
 ","

 Field Of Research: 0804 - Data Format
","

 Rank: B
","

 Source: ERA2010
","

 Source: ERA2010
||

 Rank: B
||

 Field Of Research: 0804 - Data Format
","

 Field Of Research: 0806 - Information Systems
","

 Rank: B
","

 Source: CORE2013
","

 Source: CORE2013
||

 Rank: B
||

 Field Of Research: 0806 - Information Systems
","

 Field Of Research: 0804 - Data Format
","

 Rank: B
","

 Source: CORE2014
","

 Source: CORE2014
||

 Rank: B
||

 Field Of Research: 0804 - Data Format
",IFIP International Information Security Conference,IFIP International Information Security Conference,IFIP INTERNATIONAL INFORMATION SECURITY CONFERENCE,IFIP SEC,CORE2014,B,No,804,806,by name,
http://lod.springer.com/data/ontology/property/confSeriesName,http://lod.springer.com/data/confseries/ima,IMA International Conference on Cryptography and Coding,,,816,"

 Field Of Research: 0804 - Data Format",,,"||||

 Field Of Research: 0804 - Data Format
 ","

 Field Of Research: 0803 - Computer Software
","

 Rank: B
","

 Source: ERA2010
","

 Source: ERA2010
||

 Rank: B
||

 Field Of Research: 0803 - Computer Software
","

 Field Of Research: 0804 - Data Format
","

 Rank: B
","

 Source: CORE2013
","

 Source: CORE2013
||

 Rank: B
||

 Field Of Research: 0804 - Data Format
","

 Field Of Research: 0803 - Computer Software
","

 Rank: B
","

 Source: CORE2014
","

 Source: CORE2014
||

 Rank: B
||

 Field Of Research: 0803 - Computer Software
",IMA International Conference on Cryptography and Coding,IMA International Conference on Cryptography and Coding,IMA INTERNATIONAL CONFERENCE ON CRYPTOGRAPHY AND CODING,,CORE2014,B,No,803,804,by name,
http://lod.springer.com/data/ontology/property/confSeriesName,http://lod.springer.com/data/confseries/awic,International Atlantic Web Intelligence Conference,,,860,,,,,"

 Field Of Research: 0801 - Artificial Intelligence and Image Processing
","

 Rank: C
","

 Source: ERA2010
","

 Source: ERA2010
||

 Rank: C
||

 Field Of Research: 0801 - Artificial Intelligence and Image Processing
","

 Field Of Research: 0801 - Artificial Intelligence and Image Processing
","

 Rank: C
","

 Source: CORE2013
","

 Source: CORE2013
||

 Rank: C
||

 Field Of Research: 0801 - Artificial Intelligence and Image Processing
","

 Field Of Research: 0801 - Artificial Intelligence and Image Processing
","

 Rank: C
","

 Source: CORE2014
","

 Source: CORE2014
||

 Rank: C
||

 Field Of Research: 0801 - Artificial Intelligence and Image Processing
",International Atlantic Web Intelligence Conference,International Atlantic Web Intelligence Conference,INTERNATIONAL ATLANTIC WEB INTELLIGENCE CONFERENCE,AWIC,CORE2014,C,No,801,,by name,
http://lod.springer.com/data/ontology/property/confSeriesName,http://lod.springer.com/data/confseries/sirocco,International Colloquium on Structural Information and Communication Complexity,,,866,,"

 Rank: B
","

 Source: CORE2008
","

 Source: CORE2008
||

 Rank: B
||","

 Field Of Research: 0802 - Computation Theory and Mathematics
","

 Rank: B
","

 Source: ERA2010
","

 Source: ERA2010
||

 Rank: B
||

 Field Of Research: 0802 - Computation Theory and Mathematics
","

 Field Of Research: 0802 - Computation Theory and Mathematics
","

 Rank: B
","

 Source: CORE2013
","

 Source: CORE2013
||

 Rank: B
||

 Field Of Research: 0802 - Computation Theory and Mathematics
","

 Field Of Research: 0802 - Computation Theory and Mathematics
","

 Rank: B
","

 Source: CORE2014
","

 Source: CORE2014
||

 Rank: B
||

 Field Of Research: 0802 - Computation Theory and Mathematics
",International Colloquium on Structural Information and Communication Complexity,International Colloquium on Structural Information and Communication Complexity,INTERNATIONAL COLLOQUIUM ON STRUCTURAL INFORMATION AND COMMUNICATION COMPLEXITY,SIROCCO,CORE2014,B,No,802,,by name,
http://lod.springer.com/data/ontology/property/confSeriesName,http://lod.springer.com/data/confseries/ictac,International Colloquium on Theoretical Aspects of Computing,,,867,,"

 Rank: B
","

 Source: CORE2008
","

 Source: CORE2008
||

 Rank: B
||","

 Field Of Research: 0802 - Computation Theory and Mathematics
","

 Rank: B
","

 Source: ERA2010
","

 Source: ERA2010
||

 Rank: B
||

 Field Of Research: 0802 - Computation Theory and Mathematics
","

 Field Of Research: 0802 - Computation Theory and Mathematics
","

 Rank: B
","

 Source: CORE2013
","

 Source: CORE2013
||

 Rank: B
||

 Field Of Research: 0802 - Computation Theory and Mathematics
","

 Field Of Research: 0802 - Computation Theory and Mathematics
","

 Rank: B
","

 Source: CORE2014
","

 Source: CORE2014
||

 Rank: B
||

 Field Of Research: 0802 - Computation Theory and Mathematics
",International Colloquium on Theoretical Aspects of Computing,International Colloquium on Theoretical Aspects of Computing,INTERNATIONAL COLLOQUIUM ON THEORETICAL ASPECTS OF COMPUTING,ICTAC,CORE2014,B,No,802,,by name,
http://lod.springer.com/data/ontology/property/confSeriesName,http://lod.springer.com/data/confseries/icsc,International Computer Science Conference,,,869,,"

 Rank: B
","

 Source: CORE2008
","

 Source: CORE2008
||

 Rank: B
||","

 Field Of Research: 08 - Information and Computing Sciences
","

 Rank: B
","

 Source: ERA2010
","

 Source: ERA2010
||

 Rank: B
||

 Field Of Research: 08 - Information and Computing Sciences
","

 Field Of Research: 08 - Information and Computing Sciences
","

 Rank: B
","

 Source: CORE2013
","

 Source: CORE2013
||

 Rank: B
||

 Field Of Research: 08 - Information and Computing Sciences
","

 Field Of Research: 08 - Information and Computing Sciences
","

 Rank: B
","

 Source: CORE2014
","

 Source: CORE2014
||

 Rank: B
||

 Field Of Research: 08 - Information and Computing Sciences
",International Computer Science Conference,International Computer Science Conference,INTERNATIONAL COMPUTER SCIENCE CONFERENCE,ICSC,CORE2014,B,No,8,,by name,
http://lod.springer.com/data/ontology/property/confSeriesName,http://lod.springer.com/data/confseries/csr,International Computer Science Symposium in Russia,,,870,,"

 Rank: L
","

 Source: CORE2008
","

 Source: CORE2008
||

 Rank: L
||","

 Field Of Research: 0802 - Computation Theory and Mathematics
","

 Rank: C
","

 Source: ERA2010
","

 Source: ERA2010
||

 Rank: C
||

 Field Of Research: 0802 - Computation Theory and Mathematics
","

 Field Of Research: 0802 - Computation Theory and Mathematics
","

 Rank: C
","

 Source: CORE2013
","

 Source: CORE2013
||

 Rank: C
||

 Field Of Research: 0802 - Computation Theory and Mathematics
","

 Field Of Research: 0802 - Computation Theory and Mathematics
","

 Rank: C
","

 Source: CORE2014
","

 Source: CORE2014
||

 Rank: C
||

 Field Of Research: 0802 - Computation Theory and Mathematics
",International Computer Science Symposium in Russia,International Computer Science Symposium in Russia,INTERNATIONAL COMPUTER SCIENCE SYMPOSIUM IN RUSSIA,CSR,CORE2014,C,Yes,802,,by name,
http://lod.springer.com/data/ontology/property/confSeriesName,http://lod.springer.com/data/confseries/adhoc-now,International Conference on Ad-Hoc Networks and Wireless,,,886,,"

 Rank: B
","

 Source: CORE2008
","

 Source: CORE2008
||

 Rank: B
||","

 Field Of Research: 1005 - Communications Technologies
","

 Rank: B
","

 Source: ERA2010
","

 Source: ERA2010
||

 Rank: B
||

 Field Of Research: 1005 - Communications Technologies
","

 Field Of Research: 1005 - Communications Technologies
","

 Rank: B
","

 Source: CORE2013
","

 Source: CORE2013
||

 Rank: B
||

 Field Of Research: 1005 - Communications Technologies
","

 Field Of Research: 1005 - Communications Technologies
","

 Rank: B
","

 Source: CORE2014
","

 Source: CORE2014
||

 Rank: B
||

 Field Of Research: 1005 - Communications Technologies
",International Conference on AD-HOC Networks and Wireless,International Conference on AD-HOC Networks and Wireless,INTERNATIONAL CONFERENCE ON AD-HOC NETWORKS AND WIRELESS,ADHOC-NOW,CORE2014,B,No,1005,,by name,
http://lod.springer.com/data/ontology/property/confSeriesName,http://lod.springer.com/data/confseries/icannga,International Conference on Adaptive and Natural Computing Algorithms,,,885,,,,,"

 Field Of Research: 0801 - Artificial Intelligence and Image Processing
","

 Rank: C
","

 Source: ERA2010
","

 Source: ERA2010
||

 Rank: C
||

 Field Of Research: 0801 - Artificial Intelligence and Image Processing
","

 Field Of Research: 0801 - Artificial Intelligence and Image Processing
","

 Rank: C
","

 Source: CORE2013
","

 Source: CORE2013
||

 Rank: C
||

 Field Of Research: 0801 - Artificial Intelligence and Image Processing
","

 Field Of Research: 0801 - Artificial Intelligence and Image Processing
","

 Rank: C
","

 Source: CORE2014
","

 Source: CORE2014
||

 Rank: C
||

 Field Of Research: 0801 - Artificial Intelligence and Image Processing
",International Conference on Adaptive and Natural Computing Algorithms,International Conference on Adaptive and Natural Computing Algorithms,INTERNATIONAL CONFERENCE ON ADAPTIVE AND NATURAL COMPUTING ALGORITHMS,ICANNGA,CORE2014,C,No,801,,by name,
http://lod.springer.com/data/ontology/property/confSeriesName,http://lod.springer.com/data/confseries/adma,International Conference on Advanced Data Mining and Applications,,,888,,,,,"

 Field Of Research: 0804 - Data Format
","

 Rank: B
","

 Source: ERA2010
","

 Source: ERA2010
||

 Rank: B
||

 Field Of Research: 0804 - Data Format
","

 Field Of Research: 0804 - Data Format
","

 Rank: B
","

 Source: CORE2013
","

 Source: CORE2013
||

 Rank: B
||

 Field Of Research: 0804 - Data Format
","

 Field Of Research: 0804 - Data Format
","

 Rank: B
","

 Source: CORE2014
","

 Source: CORE2014
||

 Rank: B
||

 Field Of Research: 0804 - Data Format
",International Conference on Advanced Data Mining and Applications,International Conference on Advanced Data Mining and Applications,INTERNATIONAL CONFERENCE ON ADVANCED DATA MINING AND APPLICATIONS,ADMA,CORE2014,B,No,804,,by name,
http://lod.springer.com/data/ontology/property/confSeriesName,http://lod.springer.com/data/confseries/icaart,International Conference on Agents and Artificial Intelligence,,,902,,,,,"

 Field Of Research: 0801 - Artificial Intelligence and Image Processing
","

 Rank: C
","

 Source: ERA2010
","

 Source: ERA2010
||

 Rank: C
||

 Field Of Research: 0801 - Artificial Intelligence and Image Processing
","

 Field Of Research: 0801 - Artificial Intelligence and Image Processing
","

 Rank: C
","

 Source: CORE2013
","

 Source: CORE2013
||

 Rank: C
||

 Field Of Research: 0801 - Artificial Intelligence and Image Processing
","

 Field Of Research: 0801 - Artificial Intelligence and Image Processing
","

 Rank: C
","

 Source: CORE2014
","

 Source: CORE2014
||

 Rank: C
||

 Field Of Research: 0801 - Artificial Intelligence and Image Processing
",International Conference on Agents and Artificial Intelligence,International Conference on Agents and Artificial Intelligence,INTERNATIONAL CONFERENCE ON AGENTS AND ARTIFICIAL INTELLIGENCE,ICAART,CORE2014,C,No,801,,by name,
http://lod.springer.com/data/ontology/property/confSeriesName,http://lod.springer.com/data/confseries/ica3pp,International Conference on Algorithms and Architectures for Parallel Processing,,,905,,"

 Rank: B
","

 Source: CORE2008
","

 Source: CORE2008
||

 Rank: B
||","

 Field Of Research: 0805 - Distributed Computing
","

 Rank: B
","

 Source: ERA2010
","

 Source: ERA2010
||

 Rank: B
||

 Field Of Research: 0805 - Distributed Computing
","

 Field Of Research: 0805 - Distributed Computing
","

 Rank: B
","

 Source: CORE2013
","

 Source: CORE2013
||

 Rank: B
||

 Field Of Research: 0805 - Distributed Computing
","

 Field Of Research: 0805 - Distributed Computing
","

 Rank: B
","

 Source: CORE2014
","

 Source: CORE2014
||

 Rank: B
||

 Field Of Research: 0805 - Distributed Computing
",International Conference on Algorithms and Architectures for Parallel Processing,International Conference on Algorithms and Architectures for Parallel Processing,INTERNATIONAL CONFERENCE ON ALGORITHMS AND ARCHITECTURES FOR PARALLEL PROCESSING,ICA3PP,CORE2014,B,No,805,,by name,
http://lod.springer.com/data/ontology/property/confSeriesName,http://lod.springer.com/data/confseries/acns,International Conference on Applied Cryptography and Network Security,,,907,,,,,"

 Field Of Research: 0803 - Computer Software
","

 Rank: B
","

 Source: ERA2010
","

 Source: ERA2010
||

 Rank: B
||

 Field Of Research: 0803 - Computer Software
","

 Field Of Research: 0803 - Computer Software
","

 Rank: B
","

 Source: CORE2013
","

 Source: CORE2013
||

 Rank: B
||

 Field Of Research: 0803 - Computer Software
","

 Field Of Research: 0803 - Computer Software
","

 Rank: B
","

 Source: CORE2014
","

 Source: CORE2014
||

 Rank: B
||

 Field Of Research: 0803 - Computer Software
",International Conference on Applied Cryptography and Network Security,International Conference on Applied Cryptography and Network Security,INTERNATIONAL CONFERENCE ON APPLIED CRYPTOGRAPHY AND NETWORK SECURITY,ACNS,CORE2014,B,No,803,,by name,
http://lod.springer.com/data/ontology/property/confSeriesName,http://lod.springer.com/data/confseries/icaisc,International Conference on Artificial Intelligence and Soft Computing,,,912,,,,,"

 Field Of Research: 0801 - Artificial Intelligence and Image Processing
","

 Rank: C
","

 Source: ERA2010
","

 Source: ERA2010
||

 Rank: C
||

 Field Of Research: 0801 - Artificial Intelligence and Image Processing
","

 Field Of Research: 0801 - Artificial Intelligence and Image Processing
","

 Rank: C
","

 Source: CORE2013
","

 Source: CORE2013
||

 Rank: C
||

 Field Of Research: 0801 - Artificial Intelligence and Image Processing
","

 Field Of Research: 0801 - Artificial Intelligence and Image Processing
","

 Rank: C
","

 Source: CORE2014
","

 Source: CORE2014
||

 Rank: C
||

 Field Of Research: 0801 - Artificial Intelligence and Image Processing
",International Conference on Artificial Intelligence and Soft Computing,International Conference on Artificial Intelligence and Soft Computing,INTERNATIONAL CONFERENCE ON ARTIFICIAL INTELLIGENCE AND SOFT COMPUTING,ICAISC,CORE2014,C,No,801,,by name,
http://lod.springer.com/data/ontology/property/confSeriesName,http://lod.springer.com/data/confseries/aied,International Conference on Artificial Intelligence in Education,,,1961,,,,,,"

 Rank: A
","

 Source: CORE2008
","

 Source: CORE2008
||

 Rank: A
||","

 Field Of Research: 0801 - Artificial Intelligence and Image Processing
","

 Rank: A
","

 Source: CORE2013
","

 Source: CORE2013
||

 Rank: A
||

 Field Of Research: 0801 - Artificial Intelligence and Image Processing
","

 Field Of Research: 0801 - Artificial Intelligence and Image Processing
","

 Rank: A
","

 Source: CORE2014
","

 Source: CORE2014
||

 Rank: A
||

 Field Of Research: 0801 - Artificial Intelligence and Image Processing
",International Conference on Artificial Intelligence in Education,International Conference on Artificial Intelligence in Education,INTERNATIONAL CONFERENCE ON ARTIFICIAL INTELLIGENCE IN EDUCATION,AIED,CORE2014,A,No,801,,by name,
http://lod.springer.com/data/ontology/property/confSeriesName,http://lod.springer.com/data/confseries/icann,International Conference on Artificial Neural Networks,,,915,,"

 Rank: B
","

 Source: CORE2008
","

 Source: CORE2008
||

 Rank: B
||","

 Field Of Research: 0801 - Artificial Intelligence and Image Processing
","

 Rank: B
","

 Source: ERA2010
","

 Source: ERA2010
||

 Rank: B
||

 Field Of Research: 0801 - Artificial Intelligence and Image Processing
","

 Field Of Research: 0801 - Artificial Intelligence and Image Processing
","

 Rank: B
","

 Source: CORE2013
","

 Source: CORE2013
||

 Rank: B
||

 Field Of Research: 0801 - Artificial Intelligence and Image Processing
","

 Field Of Research: 0801 - Artificial Intelligence and Image Processing
","

 Rank: B
","

 Source: CORE2014
","

 Source: CORE2014
||

 Rank: B
||

 Field Of Research: 0801 - Artificial Intelligence and Image Processing
",International Conference on Artificial Neural Networks,International Conference on Artificial Neural Networks,INTERNATIONAL CONFERENCE ON ARTIFICIAL NEURAL NETWORKS,ICANN,CORE2014,B,No,801,,by name,
http://lod.springer.com/data/ontology/property/confSeriesName,http://lod.springer.com/data/confseries/artsit,International Conference on Arts and Technology,,,917,"

 Field Of Research: 0806 - Information Systems
 ",,,"||||

 Field Of Research: 0806 - Information Systems
 ","

 Field Of Research: 0801 - Artificial Intelligence and Image Processing
","

 Rank: C
","

 Source: ERA2010
","

 Source: ERA2010
||

 Rank: C
||

 Field Of Research: 0801 - Artificial Intelligence and Image Processing
","

 Field Of Research: 0806 - Information Systems
","

 Rank: C
","

 Source: CORE2013
","

 Source: CORE2013
||

 Rank: C
||

 Field Of Research: 0806 - Information Systems
","

 Field Of Research: 0801 - Artificial Intelligence and Image Processing
","

 Rank: C
","

 Source: CORE2014
","

 Source: CORE2014
||

 Rank: C
||

 Field Of Research: 0801 - Artificial Intelligence and Image Processing
",International Conference on Arts and Technology,International Conference on Arts and Technology,INTERNATIONAL CONFERENCE ON ARTS AND TECHNOLOGY,ArtsIT,CORE2014,C,No,801,806,by name,
http://lod.springer.com/data/ontology/property/confSeriesName,http://lod.springer.com/data/confseries/cade,International Conference on Automated Deduction,,,918,,"

 Rank: A
","

 Source: CORE2008
","

 Source: CORE2008
||

 Rank: A
||","

 Field Of Research: 0801 - Artificial Intelligence and Image Processing
","

 Rank: A
","

 Source: ERA2010
","

 Source: ERA2010
||

 Rank: A
||

 Field Of Research: 0801 - Artificial Intelligence and Image Processing
","

 Field Of Research: 0801 - Artificial Intelligence and Image Processing
","

 Rank: A
","

 Source: CORE2013
","

 Source: CORE2013
||

 Rank: A
||

 Field Of Research: 0801 - Artificial Intelligence and Image Processing
","

 Field Of Research: 0801 - Artificial Intelligence and Image Processing
","

 Rank: A
","

 Source: CORE2014
","

 Source: CORE2014
||

 Rank: A
||

 Field Of Research: 0801 - Artificial Intelligence and Image Processing
",International Conference on Automated Deduction,International Conference on Automated Deduction,INTERNATIONAL CONFERENCE ON AUTOMATED DEDUCTION,CADE,CORE2014,A,No,801,,by name,
http://lod.springer.com/data/ontology/property/confSeriesName,http://lod.springer.com/data/confseries/atc,International Conference on Autonomic and Trusted Computing,,,921,,,,,"

 Field Of Research: 0803 - Computer Software
","

 Rank: C
","

 Source: ERA2010
","

 Source: ERA2010
||

 Rank: C
||

 Field Of Research: 0803 - Computer Software
","

 Field Of Research: 0803 - Computer Software
","

 Rank: C
","

 Source: CORE2013
","

 Source: CORE2013
||

 Rank: C
||

 Field Of Research: 0803 - Computer Software
","

 Field Of Research: 0803 - Computer Software
","

 Rank: C
","

 Source: CORE2014
","

 Source: CORE2014
||

 Rank: C
||

 Field Of Research: 0803 - Computer Software
",International Conference on Autonomic and Trusted Computing,International Conference on Autonomic and Trusted Computing,INTERNATIONAL CONFERENCE ON AUTONOMIC AND TRUSTED COMPUTING,ATC,CORE2014,C,No,803,,by name,
http://lod.springer.com/data/ontology/property/confSeriesName,http://lod.springer.com/data/confseries/broadnets,"International Conference on Broadband Communications, Networks and Systems",,,925,,"

 Rank: B
","

 Source: CORE2008
","

 Source: CORE2008
||

 Rank: B
||","

 Field Of Research: 1005 - Communications Technologies
","

 Rank: B
","

 Source: ERA2010
","

 Source: ERA2010
||

 Rank: B
||

 Field Of Research: 1005 - Communications Technologies
","

 Field Of Research: 1005 - Communications Technologies
","

 Rank: B
","

 Source: CORE2013
","

 Source: CORE2013
||

 Rank: B
||

 Field Of Research: 1005 - Communications Technologies
","

 Field Of Research: 1005 - Communications Technologies
","

 Rank: B
","

 Source: CORE2014
","

 Source: CORE2014
||

 Rank: B
||

 Field Of Research: 1005 - Communications Technologies
","International Conference on Broadband Communications, Networks and Systems","International Conference on Broadband Communications, Networks and Systems","INTERNATIONAL CONFERENCE ON BROADBAND COMMUNICATIONS, NETWORKS AND SYSTEMS",Broadnets,CORE2014,B,No,1005,,by name,
http://lod.springer.com/data/ontology/property/confSeriesName,http://lod.springer.com/data/confseries/bis,International Conference on Business Information Systems,,,926,,,,,"

 Field Of Research: 0806 - Information Systems
","

 Rank: B
","

 Source: ERA2010
","

 Source: ERA2010
||

 Rank: B
||

 Field Of Research: 0806 - Information Systems
","

 Field Of Research: 0806 - Information Systems
","

 Rank: B
","

 Source: CORE2013
","

 Source: CORE2013
||

 Rank: B
||

 Field Of Research: 0806 - Information Systems
","

 Field Of Research: 0806 - Information Systems
","

 Rank: B
","

 Source: CORE2014
","

 Source: CORE2014
||

 Rank: B
||

 Field Of Research: 0806 - Information Systems
",International Conference on Business Information Systems,International Conference on Business Information Systems,INTERNATIONAL CONFERENCE ON BUSINESS INFORMATION SYSTEMS,BIS,CORE2014,B,No,806,,by name,
http://lod.springer.com/data/ontology/property/confSeriesName,http://lod.springer.com/data/confseries/iccbr,International Conference on Case-Based Reasoning,,,2043,,,,,,"

 Rank: B
","

 Source: CORE2008
","

 Source: CORE2008
||

 Rank: B
||",,"

 Rank: B
","

 Source: CORE2013
","

 Source: CORE2013
||

 Rank: B
||",,"

 Rank: B
","

 Source: CORE2014
","

 Source: CORE2014
||

 Rank: B
||",International Conference on Case-Based Reasoning,International Conference on Case-Based Reasoning,INTERNATIONAL CONFERENCE ON CASE-BASED REASONING,ICCB,CORE2014,B,No,,,by name,
http://lod.springer.com/data/ontology/property/confSeriesName,http://lod.springer.com/data/confseries/cc,International Conference on Compiler Construction,,,936,,"

 Rank: A
","

 Source: CORE2008
","

 Source: CORE2008
||

 Rank: A
||","

 Field Of Research: 0803 - Computer Software
","

 Rank: A
","

 Source: ERA2010
","

 Source: ERA2010
||

 Rank: A
||

 Field Of Research: 0803 - Computer Software
","

 Field Of Research: 0803 - Computer Software
","

 Rank: A
","

 Source: CORE2013
","

 Source: CORE2013
||

 Rank: A
||

 Field Of Research: 0803 - Computer Software
","

 Field Of Research: 0803 - Computer Software
","

 Rank: A
","

 Source: CORE2014
","

 Source: CORE2014
||

 Rank: A
||

 Field Of Research: 0803 - Computer Software
",International Conference on Compiler Construction,International Conference on Compiler Construction,INTERNATIONAL CONFERENCE ON COMPILER CONSTRUCTION,CC,CORE2014,A,No,803,,by name,
http://lod.springer.com/data/ontology/property/confSeriesName,http://lod.springer.com/data/confseries/iccs-computsci,International Conference on Computational Science,,,952,,"

 Rank: A
","

 Source: CORE2008
","

 Source: CORE2008
||

 Rank: A
||","

 Field Of Research: 0802 - Computation Theory and Mathematics
","

 Rank: A
","

 Source: ERA2010
","

 Source: ERA2010
||

 Rank: A
||

 Field Of Research: 0802 - Computation Theory and Mathematics
","

 Field Of Research: 0802 - Computation Theory and Mathematics
","

 Rank: A
","

 Source: CORE2013
","

 Source: CORE2013
||

 Rank: A
||

 Field Of Research: 0802 - Computation Theory and Mathematics
","

 Field Of Research: 0802 - Computation Theory and Mathematics
","

 Rank: A
","

 Source: CORE2014
","

 Source: CORE2014
||

 Rank: A
||

 Field Of Research: 0802 - Computation Theory and Mathematics
",International Conference on Computational Science,International Conference on Computational Science,INTERNATIONAL CONFERENCE ON COMPUTATIONAL SCIENCE,ICCS,CORE2014,A,No,802,,by name,
http://lod.springer.com/data/ontology/property/confSeriesName,http://lod.springer.com/data/confseries/caip,International Conference on Computer Analysis of Images and Patterns,,,955,,"

 Rank: A
","

 Source: CORE2008
","

 Source: CORE2008
||

 Rank: A
||","

 Field Of Research: 0801 - Artificial Intelligence and Image Processing
","

 Rank: B
","

 Source: ERA2010
","

 Source: ERA2010
||

 Rank: B
||

 Field Of Research: 0801 - Artificial Intelligence and Image Processing
","

 Field Of Research: 0801 - Artificial Intelligence and Image Processing
","

 Rank: B
","

 Source: CORE2013
","

 Source: CORE2013
||

 Rank: B
||

 Field Of Research: 0801 - Artificial Intelligence and Image Processing
","

 Field Of Research: 0801 - Artificial Intelligence and Image Processing
","

 Rank: B
","

 Source: CORE2014
","

 Source: CORE2014
||

 Rank: B
||

 Field Of Research: 0801 - Artificial Intelligence and Image Processing
",International Conference on Computer Analysis of Images and Patterns,International Conference on Computer Analysis of Images and Patterns,INTERNATIONAL CONFERENCE ON COMPUTER ANALYSIS OF IMAGES AND PATTERNS,CAIP,CORE2014,B,Yes,801,,by name,
http://lod.springer.com/data/ontology/property/confSeriesName,http://lod.springer.com/data/confseries/cscwd,International Conference on Computer Supported Cooperative Work in Design,,,962,"

 Field Of Research: 1203 - Design Practice and Management
 ",,,"||||

 Field Of Research: 1203 - Design Practice and Management
 ","

 Field Of Research: 0806 - Information Systems
","

 Rank: B
","

 Source: ERA2010
","

 Source: ERA2010
||

 Rank: B
||

 Field Of Research: 0806 - Information Systems
","

 Field Of Research: 1203 - Design Practice and Management
","

 Rank: B
","

 Source: CORE2013
","

 Source: CORE2013
||

 Rank: B
||

 Field Of Research: 1203 - Design Practice and Management
","

 Field Of Research: 0806 - Information Systems
","

 Rank: B
","

 Source: CORE2014
","

 Source: CORE2014
||

 Rank: B
||

 Field Of Research: 0806 - Information Systems
",International Conference on Computer Supported Cooperative Work in Design,International Conference on Computer Supported Cooperative Work in Design,INTERNATIONAL CONFERENCE ON COMPUTER SUPPORTED COOPERATIVE WORK IN DESIGN,CSCWD,CORE2014,B,No,806,1203,by name,
http://lod.springer.com/data/ontology/property/confSeriesName,http://lod.springer.com/data/confseries/icvs,International Conference on Computer Vision Systems,,,964,,,,,"

 Field Of Research: 0801 - Artificial Intelligence and Image Processing
","

 Rank: C
","

 Source: ERA2010
","

 Source: ERA2010
||

 Rank: C
||

 Field Of Research: 0801 - Artificial Intelligence and Image Processing
","

 Field Of Research: 0801 - Artificial Intelligence and Image Processing
","

 Rank: C
","

 Source: CORE2013
","

 Source: CORE2013
||

 Rank: C
||

 Field Of Research: 0801 - Artificial Intelligence and Image Processing
","

 Field Of Research: 0801 - Artificial Intelligence and Image Processing
","

 Rank: C
","

 Source: CORE2014
","

 Source: CORE2014
||

 Rank: C
||

 Field Of Research: 0801 - Artificial Intelligence and Image Processing
",International Conference on Computer Vision Systems,International Conference on Computer Vision Systems,INTERNATIONAL CONFERENCE ON COMPUTER VISION SYSTEMS,ICVS,CORE2014,C,No,801,,by name,
http://lod.springer.com/data/ontology/property/confSeriesName,http://lod.springer.com/data/confseries/icci,International Conference on Computing and Information,,,2044,,,,,,"

 Rank: B
","

 Source: CORE2008
","

 Source: CORE2008
||

 Rank: B
||",,"

 Rank: B
","

 Source: CORE2013
","

 Source: CORE2013
||

 Rank: B
||",,"

 Rank: B
","

 Source: CORE2014
","

 Source: CORE2014
||

 Rank: B
||",International Conference on Computing and Information,International Conference on Computing and Information,INTERNATIONAL CONFERENCE ON COMPUTING AND INFORMATION,ICCI,CORE2014,B,No,,,by name,
