ICBAKE,INTERNATIONAL CONFERENCE ON BIOMETRICS AND KANSEI ENGINEERING,B4,Conferência
ICBBE,INTERNATIONAL CONFERENCE ON BIOINFORMATICS AND BIOMEDICAL ENGINEERING,B4,Conferência
ICC,IEEE INTERNATIONAL CONFERENCE ON COMMUNICATIONS,A2,Conferência
ICCABS,IEEE INTERNATIONAL CONFERENCE ON COMPUTATIONAL ADVANCES IN BIO AND MEDICAL SCIENCES,B5,Conferência
ICCAD,INTERNATIONAL CONFERENCE ON COMPUTER - AIDED DESIGN,A1,Conferência
ICCAS,INTERNATIONAL CONFERENCE ON CONTROL AUTOMATION AND SYSTEMS,B4,Conferência
ICCBR,INTERNATIONAL CONFERENCE ON CASE - BASED REASONING,B4,Conferência
ICCBSS,IEEE INTERNATIONAL CONFERENCE ON COTS - BASED SOFTWARE SYSTEMS,B2,Conferência
ICCC,INTERNATIONAL CONFERENCE ON COMPUTER COMMUNICATION,B4,Conferência
ICCCAS,"INTERNATIONAL CONFERENCE ON COMMUNICATIONS, CIRCUITS AND SYSTEMS",B4,Conferência
ICCCN,INTERNATIONAL CONFERENCE ON COMPUTER COMMUNICATIONS AND NETWORKS,B1,Conferência
ICCD,INTERNATIONAL CONFERENCE ON COMPUTER DESIGN,A2,Conferência
ICCE,INTERNATIONAL CONFERENCE ON COMPUTERS IN EDUCATION,B2,Conferência
ICCI,INTERNATIONAL CONFERENCE ON COMPUTING AND INFORMATION,B4,Conferência
ICCI_A,IEEE INTERNATIONAL CONFERENCE ON COGNITIVE INFORMATICS,B2,Conferência
ICCIIS,INTERNATIONAL CONFERENCE ON COMMUNICATIONS AND INTELLIGENCE INFORMATION SECURITY,B5,Conferência
ICCIMA,INTERNATIONAL CONFERENCE ON COMPUTATIONAL INTELLIGENCE AND MULTIMEDIA APPLICATIONS,B2,Conferência
ICCL,IEEE INTERNATIONAL CONFERENCE ON COMPUTER LANGUAGES,B5,Conferência
ICCMS,INTERNATIONAL CONFERENCE ON COMPUTER MODELING AND SIMULATION,B4,Conferência
ICCOPT,INTERNATIONAL CONFERENCE ON CONTINUOUS OPTIMIZATION,B5,Conferência
ICCS,INTERNATIONAL CONFERENCE ON COMPUTATIONAL SCIENCE,A2,Conferência
ICCS_A,INTERNATIONAL CONFERENCE ON CONCEPTUAL STRUCTURES,B1,Conferência
ICCSA,INTERNATIONAL CONFERENCE ON COMPUTATIONAL SCIENCE AND ITS APPLICATIONS,B1,Conferência
ICCSE,INTERNATIONAL CONFERENCE ON COMPUTER SCIENCE & EDUCATION,B4,Conferência
ICCTA,INTERNATIONAL CONFERENCE ON COMPUTING: THEORY AND APPLICATIONS,B3,Conferência
ICCV,IEEE INTERNATIONAL CONFERENCE ON COMPUTER VISION,A1,Conferência
ICDAR,IEEE INTERNATIONAL CONFERENCE ON DOCUMENT ANALYSIS AND RECOGNITION,A2,Conferência
ICDCIT,INTERNATIONAL CONFERENCE ON DISTRIBUTED COMPUTING AND INTERNET TECHNOLOGY,B4,Conferência
ICDCN,IEEE INTERNATIONAL CONFERENCE ON DISTRIBUTED COMPUTING AND NETWORKING,B4,Conferência
ICDCS,IEEE INTERNATIONAL CONFERENCE ON DISTRIBUTED COMPUTING SYSTEMS,A1,Conferência
ICDE,IEEE INTERNATIONAL CONFERENCE ON DATA ENGINEERING,A1,Conferência
ICDF,IFIP WG 11.9 INTERNATIONAL CONFERENCE ON DIGITAL FORENSICS,B5,Conferência
ICDIM,INTERNATIONAL CONFERENCE ON DIGITAL INFORMATION MANAGEMENT,B3,Conferência
ICDL,IEEE INTERNATIONAL CONFERENCE ON DEVELOPMENT AND LEARNING,B3,Conferência
ICDLE,INTERNATIONAL CONFERENCE ON DISTANCE LEARNING AND EDUCATION,B5,Conferência
ICDM,IEEE INTERNATIONAL CONFERENCE ON DATA MINING,A1,Conferência
ICDS,INTERNATIONAL CONFERENCE ON DIGITAL SOCIETY,B3,Conferência
ICDT,INTERNATIONAL CONFERENCE ON DATABASE THEORY,B1,Conferência
ICDVRAT,"INTERNATIONAL CONFERENCE ON DISABILITY, VIRTUAL REALITY AND ASSOCIATED TECHNOLOGIES",B5,Conferência
ICEB,INTERNATIONAL CONFERENCE ON ELECTRONIC BUSINESS,B4,Conferência
ICE - B,INTERNATIONAL CONFERENCE ON E - BUSINESS,B4,Conferência
ICEBE,IEEE INTERNATIONAL CONFERENCE ON E - BUSINESS ENGINEERING,B2,Conferência
ICEC,INTERNATIONAL CONFERENCE ON ELECTRONIC COMMERCE,B1,Conferência
ICEC_A,IFIP INTERNATIONAL CONFERENCE ON ENTERTAINMENT COMPUTING,B5,Conferência
ICECCS,IEEE INTERNATIONAL CONFERENCE ON ENGINEERING OF COMPLEX COMPUTER SYSTEMS,B1,Conferência
ICECE,INTERNATIONAL CONFERENCE ON ENGINEERING AND COMPUTER EDUCATION,B4,Conferência
ICECS,IEEE INTERNATIONAL CONFERENCE ON ELECTRONICS: CIRCUITS AND SYSTEMS,B1,Conferência
ICEE,INTERNATIONAL CONFERENCE ON ENGINEERING EDUCATION,B2,Conferência
ICEIS,INTERNATIONAL CONFERENCE ON ENTERPRISE INFORMATION SYSTEMS,B1,Conferência
ICEIT,INTERNATIONAL CONFERENCE ON EDUCATIONAL AND INFORMATION TECHNOLOGY,B5,Conferência
ICELET,INTERNATIONAL CONFERENCE ON E - LEARNING AND E - TEACHING,B5,Conferência
ICEMT,INTERNATIONAL CONFERENCE ON EDUCATION AND MANAGEMENT TECHNOLOGY,B5,Conferência
ICETC,INTERNATIONAL CONFERENCE ON EDUCATION TECHNOLOGY AND COMPUTER,B4,Conferência
ICETE,INTERNATIONAL CONFERENCE ON E - BUSINESS AND TELECOMMUNICATION NETWORKS,B4,Conferência
ICFCA,INTERNATIONAL CONFERENCE ON FORMAL CONCEPT ANALYSIS,B2,Conferência
ICFCSE,INTERNATIONAL CONFERENCE ON FUTURE COMPUTER SCIENCE AND EDUCATION,B5,Conferência
ICFEM,INTERNATIONAL CONFERENCE ON FORMAL ENGINEERING METHODS,B1,Conferência
ICFP,INTERNATIONAL CONFERENCE ON FUNCTIONAL PROGRAMMING,A2,Conferência
ICGEC,INTERNATIONAL CONFERENCE ON GENETIC AND EVOLUTIONARY COMPUTING,B5,Conferência
ICGES,INTERNATIONAL CONFERENCE ON GLOBAL E - SECURITY,B5,Conferência
ICGSE,IEEE INTERNATIONAL CONFERENCE ON GLOBAL SOFTWARE ENGINEERING,B2,Conferência
ICGT,INTERNATIONAL CONFERENCE ON GRAPH TRANSFORMATION,B1,Conferência
ICHIT,INTERNATIONAL CONFERENCE ON HYBRID INFORMATION TECHNOLOGY,B2,Conferência
ICHL,INTERNATIONAL CONFERENCE ON HYBRID LEARNING AND EDUCATION,B4,Conferência
ICIAP,INTERNATIONAL CONFERENCE ON IMAGE ANALYSIS AND PROCESSING,B1,Conferência
ICIAS,INTERNATIONAL CONFERENCE ON INTELLIGENT AND ADVANCED SYSTEMS,B4,Conferência
ICICA,INTERNATIONAL CONFERENCE ON INFORMATION COMPUTING AND APPLICATIONS,B5,Conferência
ICICS,INTERNATIONAL CONFERENCE ON INFORMATION AND COMMUNICATION SECURITY,B1,Conferência
ICIDS,INTERNATIONAL CONFERENCE ON INTERACTIVE DIGITAL STORYTELLING,B3,Conferência
ICIG,INTERNATIONAL CONFERENCE ON IMAGE AND GRAPHICS,B3,Conferência
ICINCO,INTERNATIONAL CONFERENCE ON INFORMATICS IN CONTROL AUTOMATION AND ROBOTICS,B4,Conferência
ICIP,IEEE INTERNATIONAL CONFERENCE ON IMAGE PROCESSING,A1,Conferência
ICIQ,INTERNATIONAL CONFERENCE ON INFORMATION QUALITY,B1,Conferência
ICIRA,INTERNATIONAL CONFERENCE ON INTELLIGENT ROBOTICS AND APPLICATIONS,B4,Conferência
ICIS,INTERNATIONAL CONFERENCE ON INFORMATION SYSTEMS,A2,Conferência
ICIS_A,IEEE/ACIS INTERNATIONAL CONFERENCE ON COMPUTER AND INFORMATION SCIENCE,B2,Conferência
ICISO,INTERNATIONAL CONFERENCE ON INFORMATICS AND SEMIOTICS IN ORGANISATIONS,B5,Conferência
ICISS,INTERNATIONAL CONFERENCE ON INFORMATION SYSTEMS SECURITY,B3,Conferência
ICIT,IEEE INTERNATIONAL CONFERENCE ON INDUSTRIAL TECHNOLOGY,B3,Conferência
ICITA,INTERNATIONAL CONFERENCE ON INFORMATION TECHNOLOGY AND APPLICATIONS,B2,Conferência
ICITS,INTERNATIONAL CONFERENCE ON INTELLIGENT TUTORING SYSTEMS,A2,Conferência
ICIW,INTERNATIONAL CONFERENCE ON INTERNET AND WEB APPLICATIONS AND SERVICES,B3,Conferência
ICL,INTERNATIONAL CONFERENCE ON INTERACTIVE COLLABORATIVE LEARNING,B5,Conferência
ICLP,INTERNATIONAL CONFERENCE ON LOGIC PROGRAMMING,B1,Conferência
ICMA,INTERNATIONAL CONFERENCE ON MANUFACTURING AUTOMATION,B5,Conferência
ICMCS,IEEE INTERNATIONAL CONFERENCE ON MULTIMEDIA COMPUTING AND SYSTEMS,B3,Conferência
ICME,IEEE INTERNATIONAL CONFERENCE ON MULTIMEDIA AND EXPO,A1,Conferência
ICMI,INTERNATIONAL CONFERENCE ON MULTIMODAL INTERFACES,A2,Conferência
ICMIC,"INTERNATIONAL CONFERENCE ON MODELLING, IDENTIFICATION AND CONTROL",B5,Conferência
ICML,INTERNATIONAL CONFERENCE ON MACHINE LEARNING,A1,Conferência
ICMLA,INTERNATIONAL CONFERENCE ON MACHINE LEARNING AND APPLICATIONS,B2,Conferência
ICMLC,INTERNATIONAL CONFERENCE ON MACHINE LEARNING AND CYBERNETICS,B4,Conferência
ICMR,ACM INTERNATIONAL CONFERENCE ON MULTIMEDIA RETRIEVAL,A2,Conferência
ICMT,INTERNATIONAL CONFERENCE ON MODEL TRANSFORMATION,B2,Conferência
ICMTS,IEEE INTERNATIONAL CONFERENCE ON MICROELECTRONICS TEST STRUCTURES,B3,Conferência
ICN,INTERNATIONAL CONFERENCE ON NETWORKING,B1,Conferência
ICNC,INTERNATIONAL CONFERENCE ON NATURAL COMPUTATION,B4,Conferência
ICNCC,INTERNATIONAL CONFERENCE ON NETWORK COMMUNICATION AND COMPUTER,B5,Conferência
ICNP,IEEE INTERNATIONAL CONFERENCE ON NETWORK PROTOCOLS,A1,Conferência
ICNS,INTERNATIONAL CONFERENCE ON NETWORKING AND SERVICES,B3,Conferência
ICOFCS,INTERNATIONAL CONFERENCE ON FORENSIC COMPUTER SCIENCE,B5,Conferência
ICOIN,INTERNATIONAL CONFERENCE ON INFORMATION NETWORKING,B1,Conferência
ICOMP,INTERNATIONAL CONFERENCE ON INTERNET COMPUTING,B2,Conferência
ICON,IEEE INTERNATIONAL CONFERENCE ON NETWORKS,B3,Conferência
ICONIP,INTERNATIONAL CONFERENCE ON NEURAL INFORMATION PROCESSING,B1,Conferência
ICONS,INTERNATIONAL CONFERENCE ON SYSTEMS,B3,Conferência
ICORD,INTERNATIONAL CONFERENCE ON OPERATIONAL RESEARCH FOR DEVELOPMENT,B5,Conferência
ICORE,INTERNATIONAL CONFERENCE ON REPUTATION,B4,Conferência
ICOTA,INTERNATIONAL CONFERENCE ON OPTIMIZATION: TECHNIQUES AND APPLICATIONS,B5,Conferência
ICPADS,INTERNATIONAL CONFERENCE ON PARALLEL AND DISTRIBUTED SYSTEMS,B1,Conferência
ICPC,IEEE INTERNATIONAL CONFERENCE ON PROGRAM COMPREHENSION,A2,Conferência
ICPP,INTERNATIONAL CONFERENCE ON PARALLEL PROCESSING,A2,Conferência
ICPR,INTERNATIONAL CONFERENCE ON PATTERN RECOGNITION,A1,Conferência
ICPS,IEEE/ACS INTERNATIONAL CONFERENCE ON PERVASIVE SERVICES,B2,Conferência
ICRA,IEEE INTERNATIONAL CONFERENCE ON ROBOTICS AND AUTOMATION,A1,Conferência
ICS,ACM INTERNATIONAL CONFERENCE ON SUPERCOMPUTING,A2,Conferência
ICSC,IEEE INTERNATIONAL CONFERENCE ON SEMANTIC COMPUTING,B2,Conferência
ICSE,ACM/IEEE INTERNATIONAL CONFERENCE ON SOFTWARE ENGINEERING,A1,Conferência
ICSEA,INTERNATIONAL CONFERENCE ON SOFTWARE ENGINEERING ADVANCES,B3,Conferência
ICSM,IEEE INTERNATIONAL CONFERENCE ON SOFTWARE MAINTENANCE,A2,Conferência
ICSMA,INTERNATIONAL CONFERENCE ON SMART MANUFACTURING APPLICATION,B4,Conferência
ICSNC,INTERNATIONAL CONFERENCE ON SYSTEMS AND NETWORKS COMMUNICATION,B3,Conferência
ICSOB,INTERNATIONAL CONFERENCE ON SOFTWARE BUSINESS,B5,Conferência
ICSOC,INTERNATIONAL CONFERENCE ON SERVICE ORIENTED COMPUTING,A2,Conferência
ICSOFT,INTERNATIONAL CONFERENCE ON SOFTWARE AND DATA TECHNOLOGIES,B4,Conferência
ICSP,INTERNATIONAL CONFERENCE ON STOCHASTIC PROGRAMMING,B3,Conferência
ICSR,IEEE INTERNATIONAL CONFERENCE ON SOFTWARE REUSE,B1,Conferência
ICSSEA,INTERNATIONAL CONFERENCE ON SOFTWARE AND SYSTEMS ENGINEERING AND THEIR APPLICATIONS,B4,Conferência
ICSSP,INTERNATIONAL CONFERENCE ON ON SOFTWARE AND SYSTEMS PROCESS,B5,Conferência
ICST,"INTERNATIONAL CONFERENCE ON SOFTWARE TESTING, VERIFICATION AND VALIDATION",B2,Conferência
ICSTW,IEEE INTERNATIONAL CONFERENCE ON SOFTWARE TESTING VERIFICATION AND VALIDATION WORKSHOP,B3,Conferência
ICT,INTERNATIONAL CONFERENCE ON TELECOMMUNICATIONS,B2,Conferência
ICTAI,IEEE INTERNATIONAL CONFERENCE ON TOOLS WITH ARTIFICIAL INTELLIGENCE,A2,Conferência
ICTEL,INTERNATIONAL CONFERENCE ON TECHNOLOGY - ENHANCED LEARNING,B5,Conferência
ICTERI,"INTERNATIONAL CONFERENCE ON ICT IN EDUCATION, RESEARCH, AND INDUSTRIAL APPLICATIONS",B5,Conferência
ICTON,INTERNATIONAL CONFERENCE ON TRANSPARENT OPTICAL NETWORKS,B4,Conferência
ICTSS,IFIP INTERNATIONAL CONFERENCE ON TESTING SOFTWARE AND SYSTEMS,B1,Conferência
ICUIMC,INTERNATIONAL CONFERENCE ON UBIQUITOUS INFORMATION MANAGEMENT AND COMMUNICATION,B4,Conferência
ICVES,IEEE INTERNATIONAL CONFERENCE ON VEHICULAR ELECTRONICS AND SAFETY,B4,Conferência
ICVS,INTERNATIONAL CONFERENCE ON COMPUTER VISION SYSTEMS,B1,Conferência
ICVS_A,INTERNATIONAL CONFERENCE ON VIRTUAL STORYTELLING,B2,Conferência
ICWE,INTERNATIONAL CONFERENCE ON WEB ENGINEERING,B1,Conferência
ICWL,INTERNATIONAL CONFERENCE ON WEB - BASED LEARNING,B3,Conferência
ICWMC,INTERNATIONAL CONFERENCE ON WIRELESS AND MOBILE COMMUNICATIONS,B3,Conferência
ICWN,INTERNATIONAL CONFERENCE ON WIRELESS NETWORKS,B2,Conferência
ICWS,IEEE INTERNATIONAL CONFERENCE ON WEB SERVICES,A1,Conferência
ICWSM,AAAI INTERNATIONAL CONFERENCE ON WEBLOGS AND SOCIAL MEDIA,B1,Conferência
IDC,INTERNATIONAL CONFERENCE ON INTERACTION DESIGN AND CHILDREN,B2,Conferência
IDEAL,INTERNATIONAL CONFERENCE ON INTELLIGENT DATA ENGINEERING AND AUTOMATED LEARNING,B2,Conferência
IE,INTERNATIONAL CONFERENCE ON INTELLIGENT ENVIRONMENTS,B4,Conferência
IEEERFID,IEEE IEEE INTERNATIONAL CONFERENCE ON RFID,B3,Conferência
IESA,INTERNATIONAL CONFERENCE ON INTEROPERABILITY FOR ENTERPRISE SOFTWARE AND APPLICATIONS,B3,Conferência
IESS,INTERNATIONAL CONFERENCE ON EXPLORING SERVICES SCIENCE,B4,Conferência
IFM,INTERNATIONAL CONFERENCE ON INTEGRATED FORMAL METHODS,B1,Conferência
IKE,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE ENGINEERING,B4,Conferência
I - KNOW,INTERNATIONAL CONFERENCE ON KNOWLEDGE MANAGEMENT AND KNOWLEDGE TECHNOLOGIES,B5,Conferência
ILP,INTERNATIONAL CONFERENCE ON INDUCTIVE LOGIC PROGRAMMING,B1,Conferência
IMAGAPP/IVAPP,INTERNATIONAL CONFERENCE ON IMAGING THEORY AND APPLICATIONS AND INTERNATIONAL CONFERENCE ON INFORMATION VISUALIZATION THEORY AND APPLICATIONS,B5,Conferência
IMF,INTERNATIONAL CONFERENCE ON IT SECURITY INCIDENT MANAGEMENT AND IT FORENSICS,B4,Conferência
IMSA,INTERNATIONAL CONFERENCE ON INTERNET AND MULTIMEDIA SYSTEMS AND APPLICATIONS,B4,Conferência
INCOB,INTERNATIONAL CONFERENCE ON BIOINFORMATICS,B5,Conferência
INDIN,IEEE INTERNATIONAL CONFERENCE ON INDUSTRIAL INFORMATICS,B3,Conferência
INDOCRYPT,INTERNATIONAL CONFERENCE ON CRYPTOLOGY IN INDIA,B1,Conferência
INTERACT,IFIP TC13 INTERNATIONAL CONFERENCE ON HUMAN - COMPUTER INTERACTION,B1,Conferência
INTERSPEECH,INTERNATIONAL CONFERENCE ON SPOKEN LANGUAGE PROCESSING,A1,Conferência
IPCV,INTERNATIONAL CONFERENCE ON IMAGE PROCESSING COMPUTER VISION AND PATTERN RECOGNITION,B4,Conferência
IPMU,INTERNATIONAL CONFERENCE ON INFORMATION PROCESSING AND MANAGEMENT OF UNCERTAINTY IN KNOWLEDGE - BASED SYSTEMS,B2,Conferência
IRI,IEEE INTERNATIONAL CONFERENCE ON INFORMATION REUSE AND INTEGRATION,B2,Conferência
IROS,IEEE/RJS INTERNATIONAL CONFERENCE ON INTELLIGENT ROBOTS AND SYSTEMS,A1,Conferência
ISD,INTERNATIONAL CONFERENCE ON INFORMATION SYSTEMS DEVELOPMENT,B4,Conferência
ISDA,INTERNATIONAL CONFERENCE ON INTELLIGENT SYSTEMS DESIGN AND APPLICATIONS,B2,Conferência
I - SEMANTICS,INTERNATIONAL CONFERENCE ON SEMANTIC SYSTEMS,B3,Conferência
ISMIR,INTERNATIONAL CONFERENCE ON MUSIC INFORMATION RETRIEVAL,A1,Conferência
ISTA,INTERNATIONAL CONFERENCE ON INFORMATION SYSTEMS TECHNOLOGY AND ITS APPLICATION,B3,Conferência
ISWSA,INTERNATIONAL CONFERENCE ON INTELLIGENT SEMANTIC WEB - SERVICES AND APPLICATIONS,B5,Conferência
ITBAM,INTERNATIONAL CONFERENCE ON INFORMATION TECHNOLOGY IN BIO - AND MEDICAL INFORMATICS,B5,Conferência
ITHE,INTERNATIONAL CONFERENCE ON INFORMATION TECHNOLOGY BASED HIGHER,B4,Conferência
ITHET,INTERNATIONAL CONFERENCE ON INFORMATION TECHNOLOGY BASED HIGHER EDUCATION AND TRAINING,B3,Conferência
ITNG,INTERNATIONAL CONFERENCE ON INFORMATION TECHNOLOGY NEW GENERATIONS,B1,Conferência
ITRE,INTERNATIONAL CONFERENCE ON INFORMATION TECHNOLOGY: RESEARCH AND EDUCATION,B2,Conferência
ITS,INTERNATIONAL CONFERENCE ON INTERACTIVE TABLETOPS AND SURFACES,B2,Conferência
IUI,INTERNATIONAL CONFERENCE ON INTELLIGENT USER INTERFACES,A1,Conferência
IV,INTERNATIONAL CONFERENCE ON INFORMATION VISUALIZATION,B1,Conferência
IVA,INTERNATIONAL CONFERENCE ON INTELLIGENT VIRTUAL AGENTS,B1,Conferência
IWPT,INTERNATIONAL CONFERENCE ON PARSING TECHNOLOGIES,B3,Conferência
IWSM - MENSURA,INTERNATIONAL WORKSHOP ON SOFTWARE MEASUREMENT AND THE INTERNATIONAL CONFERENCE ON SOFTWARE PROCESS AND PRODUCT MEASUREMENT,B4,Conferência
JADT,INTERNATIONAL CONFERENCE ON STATISTICAL ANALYSIS OF TEXTUAL DATA,B4,Conferência
JURIX,INTERNATIONAL CONFERENCE ON LEGAL KNOWLEDGE AND INFORMATION SYSTEMS,B3,Conferência
KES,INTERNATIONAL CONFERENCE ON KNOWLEDGE - BASED AND INTELLIGENT INFORMATION AND ENGINEERING SYSTEMS,B1,Conferência
KES - AMSTA,INTERNATIONAL CONFERENCE ON AGENT AND MULTI - AGENT SYSTEMS: TECHNOLOGIES AND APPLICATIONS,B3,Conferência
KR,INTERNATIONAL CONFERENCE ON PRINCIPLES OF KNOWLEDGE REPRESENTATION AND REASONING,A2,Conferência
KSEM,"INTERNATIONAL CONFERENCE ON KNOWLEDGE SCIENCE, ENGINEERING AND MANAGEMENT",B3,Conferência
LATINCRYPT,INTERNATIONAL CONFERENCE ON CRYPTOLOGY AND INFORMATION SECURITY IN LATIN,B4,Conferência
LPNMR,INTERNATIONAL CONFERENCE ON LOGIC PROGRAMMING AND NON - MONOTONIC REASONING,B1,Conferência
LREC,INTERNATIONAL CONFERENCE ON LANGUAGE RESOURCES AND EVALUATION,A2,Conferência
MASS,IEEE INTERNATIONAL CONFERENCE ON MOBILE AD - HOC AND SENSOR SYSTEMS,B1,Conferência
MCM,INTERNATIONAL CONFERENCE ON MATHEMATICS AND COMPUTATION IN MUSIC,B4,Conferência
MCO,"INTERNATIONAL CONFERENCE ON MODELLING, COMPUTATION AND OPTIMIZATION IN INFORMATION SYSTEMS AND MANAGEMENT SCIENCES",B4,Conferência
MDA/MDM,INTERNATIONAL CONFERENCE ON MOBILE DATA ACCESS/MANAGEMENT,A2,Conferência
MDM,IEEE INTERNATIONAL CONFERENCE ON MOBILE DATA MANAGEMENT,A2,Conferência
MESH,INTERNATIONAL CONFERENCE ON ADVANCES IN MESH NETWORKS,B4,Conferência
META,INTERNATIONAL CONFERENCE ON METAHEURISTICS AND NATURE INSPIRED COMPUTING,B5,Conferência
METMBS,INTERNATIONAL CONFERENCE ON MATHEMATICS AND ENGINEERING TECHNIQUES IN MEDICINE AND BIOLOGICAL SCIENCES,B4,Conferência
MFI,IEEE INTERNATIONAL CONFERENCE ON MULTISENSOR FUSION AND INTEGRATION FOR INTELLIGENT SYSTEMS,B2,Conferência
MICAI,MEXICAN INTERNATIONAL CONFERENCE ON ARTIFICIAL INTELLIGENCE,B2,Conferência
MICCAI,INTERNATIONAL CONFERENCE ON MEDICAL IMAGE COMPUTING AND COMPUTER ASSISTED INTERVENTION,A1,Conferência
M - ICTE,INTERNATIONAL CONFERENCE ON MULTIMEDIA AND ICT IN EDUCATION,B5,Conferência
MINES,INTERNATIONAL CONFERENCE ON MULTIMEDIA INFORMATION NETWORKING AND SECURITY,B4,Conferência
ML,IADIS INTERNATIONAL CONFERENCE ON MOBILE LEARNING,B3,Conferência
MLDM,IAPR INTERNATIONAL CONFERENCE ON MACHINE LEARNING AND DATA MINING,B2,Conferência
MLMTA,INTERNATIONAL CONFERENCE ON MACHINE LEARNING AND APPLICATIONS,B4,Conferência
MMAR,IEEE IFAC INTERNATIONAL CONFERENCE ON METHODS AND MODELS IN AUTOMATION AND ROBOTICS,B4,Conferência
MMEDIA,INTERNATIONAL CONFERENCE ON ADVANCES IN MULTIMEDIA,B4,Conferência
MOBICOM,ACM INTERNATIONAL CONFERENCE ON MOBILE COMPUTING AND NETWORKING,A1,Conferência
MOBILEHCI,INTERNATIONAL CONFERENCE ON HUMAN - COMPUTER INTERACTION WITH MOBILE DEVICES AND SERVICES,A2,Conferência
MOBIMEDIA,INTERNATIONAL CONFERENCE ON MOBILE MULTIMEDIA COMMUNICATIONS,B4,Conferência
MOBIQUITOUS,INTERNATIONAL CONFERENCE ON MOBILE AND UBIQUITOUS SYSTEMS: NETWORKS AND SERVICES,B1,Conferência
MOBISYS,"INTERNATIONAL CONFERENCE ON MOBILE SYSTEMS, APPLICATIONS, AND SERVICES",A1,Conferência
MODELS,ACM/IEEE INTERNATIONAL CONFERENCE ON MODEL - DRIVEN ENGINEERING LANGUAGES AND SYSTEMS,A2,Conferência
MPC,INTERNATIONAL CONFERENCE ON MATHEMATICS OF PROGRAM CONSTRUCTION,B1,Conferência
MSA,INTERNATIONAL CONFERENCE ON MULTIMEDIA SYSTEMS AND APPLICATIONS,B5,Conferência
MSE,INTERNATIONAL CONFERENCE ON MICROELECTRONIC SYSTEMS EDUCATION,B4,Conferência
MSN,INTERNATIONAL CONFERENCE ON MOBILE AD - HOC AND SENSOR NETWORKS,B3,Conferência
MSV,INTERNATIONAL CONFERENCE ON MODELING: SIMULATION AND VISUALIZATION METHODS,B4,Conferência
MSWIM,"ACM INTERNATIONAL CONFERENCE ON MODELING, ANALYSIS AND SIMULATION OF WIRELESS AND MOBILE SYSTEMS",B1,Conferência
MTSR,INTERNATIONAL CONFERENCE ON METADATA AND SEMANTICS RESEARCH,B4,Conferência
MUM,INTERNATIONAL CONFERENCE ON MOBILE AND UBIQUITOUS MULTIMEDIA,B2,Conferência
NCIS,INTERNATIONAL CONFERENCE ON NETWORK COMPUTING AND INFORMATION SECURITY,B5,Conferência
NETCOM,INTERNATIONAL CONFERENCE ON NETWORKS & COMMUNICATIONS,B4,Conferência
NET - CON,IFIP INTERNATIONAL CONFERENCE ON NETWORK CONTROL AND ENGINEERING FOR QOS: SECURITY AND MOBILITY,B4,Conferência
NETWORKING,IFIP INTERNATIONAL CONFERENCE ON NETWORKING,B1,Conferência
NGITS,INTERNATIONAL CONFERENCE ON NEXT GENERATION INFORMATION TECHNOLOGIES AND SYSTEMS,B4,Conferência
NLDB,INTERNATIONAL CONFERENCE ON APPLICATIONS OF NATURAL LANGUAGE TO DATA BASES,B1,Conferência
NLP - KE,INTERNATIONAL CONFERENCE ON NATURAL LANGUAGE PROCESSING AND KNOWLEDGE ENGINEERING,B4,Conferência
NPC,IFIP INTERNATIONAL CONFERENCE ON NETWORK AND PARALLEL COMPUTING,B3,Conferência
NWESP,INTERNATIONAL CONFERENCE ON NEXT GENERATION WEB SERVICES PRACTICES,B3,Conferência
ODBASE,INTERNATIONAL CONFERENCE ON ONTOLOGIES DATABASES AND APPLICATIONS OF SEMANTICS,B3,Conferência
ODP,IFIP INTERNATIONAL CONFERENCE ON OPEN DISTRIBUTED PROCESSING,B3,Conferência
OOIS,INTERNATIONAL CONFERENCE ON OBJECT - ORIENTED INFORMATION SYSTEMS,B2,Conferência
OOPSLA,"ACM SIGPLAN INTERNATIONAL CONFERENCE ON OBJECT - ORIENTED PROGRAMMING, SYSTEMS, LANGUAGES, AND APPLICATIONS",A1,Conferência
OPODIS,INTERNATIONAL CONFERENCE ON PRINCIPLES OF DISTRIBUTED SYSTEMS,B2,Conferência
OR,INTERNATIONAL CONFERENCE ON OPERATIONS RESEARCH,B4,Conferência
OSS,INTERNATIONAL CONFERENCE ON OPEN SOURCE SYSTEMS,B2,Conferência
P2P,INTERNATIONAL CONFERENCE ON PEER - TO - PEER COMPUTING,A2,Conferência
PAAMS,INTERNATIONAL CONFERENCE ON PRACTICAL APPLICATIONS OF AGENTS AND MULTIAGENT SYSTEMS,B4,Conferência
PACT,INTERNATIONAL CONFERENCE ON PARALLEL ARCHITECTURES AND COMPILATION TECHNIQUES,A2,Conferência
PAKM,INTERNATIONAL CONFERENCE ON PRACTICAL ASPECTS OF KNOWLEDGE MANAGEMENT,B2,Conferência
PARCO,INTERNATIONAL CONFERENCE ON PARALLEL COMPUTING,B3,Conferência
PATAT,INTERNATIONAL CONFERENCE ON THE PRACTICE AND THEORY OF AUTOMATED TIMETABLING,B3,Conferência
PDCAT,INTERNATIONAL CONFERENCE ON PARALLEL AND DISTRIBUTED COMPUTING APPLICATIONS AND TECHNOLOGIES,B2,Conferência
PDCS,INTERNATIONAL CONFERENCE ON PARALLEL AND DISTRIBUTED COMPUTING AND SYSTEMS,B3,Conferência
